Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Change%
BTC,10/3/2015,238.99883,237.63516,239.59866,237.27891,0.005738503
BTC,10/4/2015,238.82433,238.99883,239.50175,238.24375,-0.000730129
BTC,10/5/2015,240.63075,238.82433,241.061,237.21916,0.007563802
BTC,10/6/2015,246.49633,240.63075,247.573,240.61741,0.024375854
BTC,10/7/2015,244.49816,246.49633,246.58683,242.79575,-0.008106287
BTC,10/8/2015,243.25675,244.49816,244.70625,242.35816,-0.00507738
BTC,10/9/2015,244.96533,243.25675,245.02475,242.73591,0.007023772
BTC,10/10/2015,245.07,244.96533,245.865,243.28108,0.000427285
BTC,10/11/2015,247.65041,245.07,247.91733,244.77208,0.010529277
BTC,10/12/2015,244.57641,247.65041,247.76783,243.88241,-0.012412659
BTC,10/13/2015,249.45908,244.57641,250.55283,244.46508,0.019963781
BTC,10/14/2015,254.64216,249.45908,255.94216,249.30916,0.020777275
BTC,10/15/2015,255.72741,254.64216,256.66408,252.89016,0.004261863
BTC,10/16/2015,267.53983,255.72741,268.08933,255.23441,0.04619145
BTC,10/17/2015,270.04041,267.53983,274.54266,263.89258,0.009346571
BTC,10/18/2015,264.98625,270.04041,271.209,261.38491,-0.01871631
BTC,10/19/2015,264.92575,264.98625,265.73075,261.63291,-0.000228314
BTC,10/20/2015,270.49541,264.92575,272.21816,264.0165,0.021023475
BTC,10/21/2015,267.46908,270.49541,271.14833,264.11633,-0.011188101
BTC,10/22/2015,274.25325,267.46908,278.61383,267.42025,0.025364315
BTC,10/23/2015,279.97908,274.25325,280.20966,274.24383,0.020877893
BTC,10/24/2015,286.86941,279.97908,289.04825,278.45766,0.02461016
BTC,10/25/2015,284.286,286.86941,294.60916,282.38799,-0.009005526
BTC,10/26/2015,287.83091,284.286,291.77658,280.89758,0.01246952
BTC,10/27/2015,300.53566,287.83091,301.96425,286.69941,0.04413963
BTC,10/28/2015,304.32691,300.53566,306.59441,297.70458,0.012614976
BTC,10/29/2015,326.55691,304.32691,326.55691,304.21608,0.073046449
BTC,10/30/2015,327.58425,326.55691,333.7465,313.38508,0.003145975
BTC,10/31/2015,311.70274,327.58425,328.04325,306.72525,-0.048480689
BTC,11/1/2015,325.64666,311.70274,327.71966,311.05791,0.044734673
BTC,11/2/2015,369.51133,325.64666,370.36625,324.83166,0.134700199
BTC,11/3/2015,432.46133,369.51133,434.27575,362.4315,0.170360135
BTC,11/4/2015,434.31683,432.46133,492.40458,374.38666,0.004290557
BTC,11/5/2015,359.586,434.31683,434.31683,355.034,-0.172065241
BTC,11/6/2015,377.64099,359.586,395.991,353.616,0.050210492
BTC,11/7/2015,387.775,377.64099,392.293,377.165,0.026835037
BTC,11/8/2015,370.652,387.775,389.473,361.54,-0.04415705
BTC,11/9/2015,376.948,370.652,386.631,366.955,0.016986284
BTC,11/10/2015,311.702,376.948,381.724,298.752,-0.173090188
BTC,11/11/2015,320.036,311.702,326.905,300.741,0.026737076
BTC,11/12/2015,337.893,320.036,345.601,316.738,0.055796848
BTC,11/13/2015,334.125,337.893,341.274,325.736,-0.011151459
BTC,11/14/2015,333.951,334.125,339.296,329.193,-0.000520763
BTC,11/15/2015,320.06,333.951,334.837,315.75799,-0.041595923
BTC,11/16/2015,337.759,320.06,340.349,318.03499,0.055299006
BTC,11/17/2015,333.33299,337.759,337.759,331.434,-0.013104048
BTC,11/18/2015,334.02499,333.33299,337.162,329.91199,0.002076002
BTC,11/19/2015,315.63099,334.02499,335.019,311.751,-0.055067736
BTC,11/20/2015,321.482,315.63099,324.598,315.065,0.018537502
BTC,11/21/2015,326.365,321.482,328.33299,320.606,0.015189031
BTC,11/22/2015,322.606,326.365,326.895,320.986,-0.011517779
BTC,11/23/2015,320.993,322.606,326.056,317.437,-0.004999907
BTC,11/24/2015,318.337,320.993,322.934,316.263,-0.008274324
BTC,11/25/2015,332.471,318.337,333.555,317.969,0.044399489
BTC,11/26/2015,349.138,332.471,368.511,332.078,0.050130688
BTC,11/27/2015,354.954,349.138,364.061,347.842,0.01665817
BTC,11/28/2015,356.806,354.954,360.147,351.863,0.005217577
BTC,11/29/2015,375.204,356.806,379.609,355.128,0.051563034
BTC,11/30/2015,377.798,375.204,382.494,369.342,0.006913572
BTC,12/1/2015,352.128,377.798,379.19899,348.112,-0.067946363
BTC,12/2/2015,366.788,352.128,367.107,350.559,0.041632588
BTC,12/3/2015,358.443,366.788,370.8,355.428,-0.022751562
BTC,12/4/2015,369.956,358.443,371.182,356.879,0.032119472
BTC,12/5/2015,394.861,369.956,396.643,369.407,0.067318816
BTC,12/6/2015,391.618,394.861,402.296,383.673,-0.008213017
BTC,12/7/2015,395.59299,391.618,399.844,387.778,0.010150172
BTC,12/8/2015,421.424,395.59299,421.833,389.585,0.065296936
BTC,12/9/2015,415.076,421.424,423.909,405.313,-0.015063214
BTC,12/10/2015,421.813,415.076,422.774,411.285,0.016230763
BTC,12/11/2015,467.831,421.813,470.883,420.681,0.109095737
BTC,12/12/2015,435.091,467.831,467.887,408.909,-0.069982536
BTC,12/13/2015,437.021,435.091,442.47299,422.064,0.004435854
BTC,12/14/2015,453.676,437.021,457.457,436.742,0.038110297
BTC,12/15/2015,445.805,453.676,465.651,445.805,-0.017349386
BTC,12/16/2015,451.102,445.805,462.524,440.205,0.011881877
BTC,12/17/2015,456.425,451.102,458.46,451.01899,0.011799992
BTC,12/18/2015,464.218,456.425,466.462,454.518,0.017073999
BTC,12/19/2015,460.238,464.218,465.84799,453.312,-0.008573558
BTC,12/20/2015,435.64099,460.238,461.011,425.026,-0.053444109
BTC,12/21/2015,438.276,435.64099,445.533,432.993,0.006048581
BTC,12/22/2015,437.994,438.276,443.225,433.775,-0.00064343
BTC,12/23/2015,456.572,437.994,456.858,437.705,0.042416106
BTC,12/24/2015,455.743,456.572,459.841,452.263,-0.001815705
BTC,12/25/2015,447.606,455.743,458.668,445.523,-0.017854361
BTC,12/26/2015,419.338,447.606,448.524,406.388,-0.063153756
BTC,12/27/2015,427.817,419.338,429.09,414.186,0.020219966
BTC,12/28/2015,422.741,427.817,428.734,417.229,-0.011864886
BTC,12/29/2015,431.029,422.741,434.21899,419.159,0.019605385
BTC,12/30/2015,424.962,431.029,433.368,421.192,-0.014075619
BTC,12/31/2015,432.358,424.962,433.033,417.69899,0.017403909
BTC,1/1/2016,433.773,432.358,436.187,427.317,0.003272751
BTC,1/2/2016,431.985,433.773,435.739,429.768,-0.004121972
BTC,1/3/2016,431.691,431.985,432.417,424.152,-0.000680579
BTC,1/4/2016,433.732,431.691,435.151,430.595,0.004727919
BTC,1/5/2016,427.164,433.732,433.935,426.171,-0.015142992
BTC,1/6/2016,441.021,427.164,443.528,426.602,0.032439531
BTC,1/7/2016,457.168,441.021,463.954,439.454,0.036612769
BTC,1/8/2016,452.368,457.168,457.583,447.388,-0.010499423
BTC,1/9/2016,445.327,452.368,452.732,444.22,-0.015564761
BTC,1/10/2016,450.312,445.327,451.436,441.187,0.011194021
BTC,1/11/2016,446.614,450.312,450.541,443.258,-0.008212084
BTC,1/12/2016,431.156,446.614,447.731,422.105,-0.034611544
BTC,1/13/2016,431.41,431.156,433.668,424.143,0.000589114
BTC,1/14/2016,416.29,431.41,432.253,413.981,-0.035047866
BTC,1/15/2016,372.737,416.29,417.842,358.76599,-0.104621778
BTC,1/16/2016,383.138,372.737,390.801,353.276,0.027904394
BTC,1/17/2016,380.817,383.138,387.229,378.263,-0.006057869
BTC,1/18/2016,382.738,380.817,387.476,374.485,0.005044418
BTC,1/19/2016,378.775,382.738,386.638,374.217,-0.010354342
BTC,1/20/2016,417.439,378.775,424.651,378.007,0.102076431
BTC,1/21/2016,403.271,417.439,420.34,402.98,-0.033940288
BTC,1/22/2016,388.219,403.271,403.685,374.138,-0.037324777
BTC,1/23/2016,388.538,388.219,394.496,381.191,0.000821701
BTC,1/24/2016,397.885,388.538,405.799,387.458,0.024056849
BTC,1/25/2016,390.715,397.885,400.99699,386.522,-0.018020282
BTC,1/26/2016,392.389,390.715,397.57,388.027,0.004284453
BTC,1/27/2016,381.356,392.389,396.568,377.095,-0.028117506
BTC,1/28/2016,369.133,381.356,384.499,363.642,-0.032051417
BTC,1/29/2016,376.952,369.133,384.489,368.704,0.021182067
BTC,1/30/2016,378.174,376.952,380.69899,375.427,0.003241792
BTC,1/31/2016,372.157,378.174,379.529,364.288,-0.015910665
BTC,2/1/2016,372.453,372.157,378.518,369.019,0.000795363
BTC,2/2/2016,372.762,372.453,374.829,369.263,0.000829635
BTC,2/3/2016,370.433,372.762,373.793,366.316,-0.006247954
BTC,2/4/2016,386.954,370.433,391.268,370.408,0.044599158
BTC,2/5/2016,377.889,386.954,390.194,376.942,-0.023426557
BTC,2/6/2016,376.44,377.889,378.577,370.602,-0.003834459
BTC,2/7/2016,376.924,376.44,379.561,372.885,0.001285729
BTC,2/8/2016,372.434,376.924,378.688,370.769,-0.011912216
BTC,2/9/2016,374.764,372.434,376.286,370.953,0.006256142
BTC,2/10/2016,379.186,374.764,383.564,374.649,0.011799426
BTC,2/11/2016,378.576,379.186,379.992,373.217,-0.001608709
BTC,2/12/2016,388.87,378.576,388.87,378.576,0.02719137
BTC,2/13/2016,397.23,388.87,398.059,387.492,0.021498187
BTC,2/14/2016,405.621,397.23,410.239,395.046,0.021123782
BTC,2/15/2016,401.663,405.621,407.002,395.481,-0.009757877
BTC,2/16/2016,407.017,401.663,408.124,399.79499,0.013329582
BTC,2/17/2016,417.492,407.017,421.021,407.015,0.025736026
BTC,2/18/2016,421.956,417.492,424.982,416.505,0.01069242
BTC,2/19/2016,422.054,421.956,422.311,415.684,0.000232252
BTC,2/20/2016,439.61,422.054,443.183,421.577,0.041596573
BTC,2/21/2016,436.14,439.61,448.29,427,-0.00789336
BTC,2/22/2016,438.745,436.14,440.698,433.18199,0.005972853
BTC,2/23/2016,419.896,438.745,439.18,415.613,-0.042961173
BTC,2/24/2016,422.617,419.896,427.026,411.124,0.006480176
BTC,2/25/2016,421.244,422.617,424.816,418.189,-0.003248804
BTC,2/26/2016,433.401,421.244,434.76599,420.017,0.028859758
BTC,2/27/2016,425.502,433.401,433.677,422.07399,-0.018225616
BTC,2/28/2016,438.28,425.502,439.049,424.357,0.030030411
BTC,2/29/2016,436.426,438.28,441.655,433.788,-0.004230172
BTC,3/1/2016,434.001,436.426,436.426,428.502,-0.005556498
BTC,3/2/2016,419.254,434.001,434.309,417.05,-0.033979184
BTC,3/3/2016,421.597,419.254,423.522,415.639,0.005588498
BTC,3/4/2016,407.722,421.597,422.57,401.662,-0.032910576
BTC,3/5/2016,397.883,407.722,408.953,388.958,-0.024131639
BTC,3/6/2016,407.276,397.883,409.721,395.76599,0.023607442
BTC,3/7/2016,414.213,407.276,415.512,405.127,0.017032676
BTC,3/8/2016,410.739,414.213,415.091,408.481,-0.008386989
BTC,3/9/2016,411.672,410.739,413.784,409.594,0.002271515
BTC,3/10/2016,416.708,411.672,416.972,411.124,0.01223304
BTC,3/11/2016,415.04,416.708,421.933,414.407,-0.004002803
BTC,3/12/2016,411.637,415.04,415.96,407.299,-0.00819921
BTC,3/13/2016,414.208,411.637,416.025,411.434,0.006245794
BTC,3/14/2016,416.034,414.208,416.441,412.91099,0.004408413
BTC,3/15/2016,414.167,416.034,417.124,412.6,-0.004487614
BTC,3/16/2016,417.138,414.167,417.207,413.796,0.007173435
BTC,3/17/2016,417.154,417.138,419.506,416.736,3.83566E-05
BTC,3/18/2016,407.473,417.154,417.662,403.62199,-0.023207257
BTC,3/19/2016,409.24,407.473,411.364,403.345,0.004336484
BTC,3/20/2016,407.496,409.24,412.431,407.132,-0.004261558
BTC,3/21/2016,415.125,407.496,415.14099,406.931,0.018721656
BTC,3/22/2016,417.318,415.125,417.716,415.125,0.005282746
BTC,3/23/2016,415.837,417.318,418.55,415.663,-0.003548852
BTC,3/24/2016,414.75699,415.837,416.808,412.841,-0.002597196
BTC,3/25/2016,416.851,414.75699,417.31899,413.92299,0.005048764
BTC,3/26/2016,416.233,416.851,417.068,414.838,-0.001482544
BTC,3/27/2016,424.297,416.233,427.001,416.233,0.019373764
BTC,3/28/2016,423.597,424.297,425.042,421.45,-0.001649788
BTC,3/29/2016,414.613,423.597,423.847,407.878,-0.021208838
BTC,3/30/2016,414.458,414.613,415.618,409.191,-0.000373843
BTC,3/31/2016,416.012,414.458,416.938,413.381,0.003749475
BTC,4/1/2016,418.785,416.012,420.895,414.09,0.006665673
BTC,4/2/2016,418.93999,418.785,419.83,418.467,0.000370094
BTC,4/3/2016,418.593,418.93999,419.61,417.203,-0.000828257
BTC,4/4/2016,422.044,418.593,422.197,417.412,0.008244285
BTC,4/5/2016,422.29499,422.044,423.242,420.426,0.000594701
BTC,4/6/2016,420.553,422.29499,422.649,420.247,-0.004125055
BTC,4/7/2016,421.616,420.553,422.011,418.746,0.002527624
BTC,4/8/2016,415.751,421.616,423.563,413.156,-0.013910762
BTC,4/9/2016,418.078,415.751,418.555,415.496,0.0055971
BTC,4/10/2016,421.192,418.078,421.869,418.05,0.007448371
BTC,4/11/2016,426.383,421.192,426.383,419.383,0.012324546
BTC,4/12/2016,426.84399,426.383,427.787,424.38199,0.001081164
BTC,4/13/2016,425.494,426.84399,426.91,422.91999,-0.003162725
BTC,4/14/2016,426.279,425.494,426.53599,423.09799,0.001844914
BTC,4/15/2016,429.775,426.279,429.991,424.707,0.008201202
BTC,4/16/2016,430.453,429.775,432.996,429.508,0.00157757
BTC,4/17/2016,429.318,430.453,430.639,426.267,-0.002636757
BTC,4/18/2016,428.522,429.318,430.08,427.169,-0.001854103
BTC,4/19/2016,435.926,428.522,437.109,428.081,0.017277993
BTC,4/20/2016,443.758,435.926,445.291,435.79,0.017966352
BTC,4/21/2016,446.776,443.758,452.802,441.301,0.006801004
BTC,4/22/2016,447.233,446.776,449.685,443.913,0.001022884
BTC,4/23/2016,455.152,447.233,457.138,445.715,0.017706654
BTC,4/24/2016,458.626,455.152,460.972,450.29,0.007632615
BTC,4/25/2016,464.429,458.626,469.281,455.962,0.012653011
BTC,4/26/2016,466.064,464.429,470.16099,462.439,0.003520452
BTC,4/27/2016,441.304,466.064,468.483,435.282,-0.053125751
BTC,4/28/2016,446.236,441.304,450.647,438.484,0.011175969
BTC,4/29/2016,454.375,446.236,456.89099,446.224,0.018239228
BTC,4/30/2016,449.108,454.375,455.235,447.838,-0.011591747
BTC,5/1/2016,453.067,449.108,453.502,448.93999,0.008815252
BTC,5/2/2016,443.681,453.067,453.227,439.89399,-0.020716583
BTC,5/3/2016,449.157,443.681,451.443,443.681,0.012342201
BTC,5/4/2016,447.73999,449.157,450.233,445.438,-0.003154821
BTC,5/5/2016,447.58599,447.73999,449.468,445.826,-0.00034395
BTC,5/6/2016,458.864,447.58599,462.76,447.347,0.025197415
BTC,5/7/2016,459.937,458.864,461.735,457.963,0.002338383
BTC,5/8/2016,458.708,459.937,460.48,456.154,-0.002672105
BTC,5/9/2016,460.954,458.708,464.21,457.138,0.004896361
BTC,5/10/2016,454.39399,460.954,461.213,447.75699,-0.014231377
BTC,5/11/2016,451.155,454.39399,454.938,450.832,-0.007128153
BTC,5/12/2016,453.701,451.155,455.12299,447.731,0.005643293
BTC,5/13/2016,456.039,453.701,457.038,452.39099,0.005153174
BTC,5/14/2016,456.093,456.039,456.477,453.834,0.000118411
BTC,5/15/2016,457.64099,456.093,458.87299,455.325,0.003394023
BTC,5/16/2016,454.278,457.64099,457.927,451.33,-0.007348533
BTC,5/17/2016,454.064,454.278,454.812,452.3,-0.000471077
BTC,5/18/2016,453.494,454.064,455.734,453.243,-0.00125533
BTC,5/19/2016,440.231,453.494,454.078,435.616,-0.029246252
BTC,5/20/2016,442.953,440.231,444.075,439.43,0.006183117
BTC,5/21/2016,442.892,442.953,443.71099,439.292,-0.000137712
BTC,5/22/2016,440.551,442.892,443.15,437.996,-0.005285713
BTC,5/23/2016,444.489,440.551,444.756,440.551,0.008938806
BTC,5/24/2016,447.035,444.489,447.07,443.761,0.005727926
BTC,5/25/2016,448.278,447.035,449.979,446.784,0.002780543
BTC,5/26/2016,467.262,448.278,472.481,448.076,0.042348721
BTC,5/27/2016,489.847,467.262,490.246,467.262,0.048334767
BTC,5/28/2016,516.051,489.847,531.697,489.847,0.053494254
BTC,5/29/2016,529.917,516.051,545.764,508.12299,0.026869437
BTC,5/30/2016,537.23299,529.917,541.783,525.332,0.013805917
BTC,5/31/2016,528.04999,537.23299,546.85299,519.93,-0.017093142
BTC,6/1/2016,538.568,528.04999,543.62799,527.587,0.019918588
BTC,6/2/2016,537.185,538.568,541.056,532.68599,-0.002567921
BTC,6/3/2016,571.139,537.185,576.778,536.706,0.063207275
BTC,6/4/2016,579.343,571.139,591.028,563.155,0.014364279
BTC,6/5/2016,578.84899,579.343,582.309,568.327,-0.000852707
BTC,6/6/2016,585.399,578.84899,590.98299,578.555,0.011315576
BTC,6/7/2016,576.226,585.399,588.682,565.165,-0.015669654
BTC,6/8/2016,580.43599,576.226,583.989,573.546,0.007306144
BTC,6/9/2016,574.953,580.43599,581.56899,572.042,-0.00944633
BTC,6/10/2016,583.87,574.953,585.45399,573.667,0.015509094
BTC,6/11/2016,633.205,583.87,634.269,582.31099,0.084496549
BTC,6/12/2016,682.226,633.205,685.275,628.08999,0.077417266
BTC,6/13/2016,695.155,682.226,719.847,673.396,0.018951198
BTC,6/14/2016,685.442,695.155,695.763,661.601,-0.013972423
BTC,6/15/2016,732.357,685.442,732.692,673.249,0.068444887
BTC,6/16/2016,773.25,732.357,776.642,725.895,0.055837522
BTC,6/17/2016,736.386,773.25,773.505,709.688,-0.047674103
BTC,6/18/2016,747.831,736.386,781.309,733.813,0.015542121
BTC,6/19/2016,758.903,747.831,765.929,742.566,0.014805484
BTC,6/20/2016,702.696,758.903,763.019,683.746,-0.074063484
BTC,6/21/2016,657.013,702.696,713.289,631.72399,-0.065011043
BTC,6/22/2016,581.249,657.013,677.105,551.91599,-0.115315831
BTC,6/23/2016,657.08999,581.249,658.43999,560.331,0.130479347
BTC,6/24/2016,687.168,657.08999,692.544,637.721,0.045774567
BTC,6/25/2016,657.22399,687.168,688.808,644.874,-0.043575967
BTC,6/26/2016,644.091,657.22399,659.692,615.775,-0.019982518
BTC,6/27/2016,655.94399,644.091,661.35299,626.16099,0.018402664
BTC,6/28/2016,634.357,655.94399,656.006,624.768,-0.032909807
BTC,6/29/2016,635.093,634.357,642.485,627.687,0.00116023
BTC,6/30/2016,683.293,635.093,684.652,634.987,0.075894397
BTC,7/1/2016,678.567,683.293,684.804,668.777,-0.006916506
BTC,7/2/2016,690.179,678.567,704.423,677.16375,0.017112533
BTC,7/3/2016,670.741,690.179,694.597,646.745,-0.028163708
BTC,7/4/2016,679.351,670.741,682.394,667.5,0.012836549
BTC,7/5/2016,676.872,679.351,679.466,662.218,-0.003649071
BTC,7/6/2016,671.814,676.872,680.231,666.93,-0.007472609
BTC,7/7/2016,640.476,671.814,672.906,611.258,-0.04664684
BTC,7/8/2016,654.85299,640.476,665.749,636.278,0.022447352
BTC,7/9/2016,649.356,654.85299,661.76199,626.86899,-0.008394235
BTC,7/10/2016,656.747,649.356,660.439,639.618,0.011382046
BTC,7/11/2016,648.136,656.747,658.50699,644.754,-0.013111594
BTC,7/12/2016,663.443,648.136,675.067,646.54,0.023616957
BTC,7/13/2016,654.018,663.443,668.759,651.567,-0.014206194
BTC,7/14/2016,663.638,654.018,665.29099,651.486,0.014709075
BTC,7/15/2016,666.56499,663.638,668.235,662.091,0.004410522
BTC,7/16/2016,665.113,666.56499,666.94399,658.252,-0.002178317
BTC,7/17/2016,681.239,665.113,681.599,663.809,0.024245504
BTC,7/18/2016,673.832,681.239,682.19,667.44399,-0.010872836
BTC,7/19/2016,673.008,673.832,674.756,667.426,-0.001222857
BTC,7/20/2016,662.034,673.008,673.852,659.693,-0.016305898
BTC,7/21/2016,666.747,662.034,667.197,662.034,0.00711897
BTC,7/22/2016,654.725,666.747,667.058,645.154,-0.018030827
BTC,7/23/2016,654.895,654.725,656.438,648.758,0.000259651
BTC,7/24/2016,660.284,654.895,663.918,652.583,0.0082288
BTC,7/25/2016,655.418,660.284,661.306,653.12799,-0.007369556
BTC,7/26/2016,650.82899,655.418,656.72799,644.65,-0.007001654
BTC,7/27/2016,656.91599,650.82899,659.51,647.92499,0.009352687
BTC,7/28/2016,655.427,656.91599,658.631,654.16099,-0.002266637
BTC,7/29/2016,656.681,655.427,658.25299,654.385,0.001913257
BTC,7/30/2016,635.588,656.681,658.283,634.84899,-0.032120619
BTC,7/31/2016,621.37299,635.588,639.38199,616.048,-0.022365133
BTC,8/1/2016,601.227,621.37299,627.068,600.741,-0.032421734
BTC,8/2/2016,555.926,601.227,608.707,484.59125,-0.075347581
BTC,8/3/2016,578.52374,555.926,583.28,549.404,0.040648827
BTC,8/4/2016,570.33875,578.52374,582.65125,560.745,-0.014148062
BTC,8/5/2016,574.87375,570.33875,579.3425,567.54875,0.007951415
BTC,8/6/2016,588.51625,574.87375,592.37125,567.57,0.023731298
BTC,8/7/2016,589.66125,588.51625,597.40125,584.45375,0.001945571
BTC,8/8/2016,586.715,589.66125,593.3025,584.82,-0.004996513
BTC,8/9/2016,585.23875,586.715,589.6925,583.09124,-0.002516128
BTC,8/10/2016,594.81625,585.23875,599.85625,584.30625,0.016365116
BTC,8/11/2016,581.9625,594.81625,597.4775,581.95,-0.021609615
BTC,8/12/2016,584.87375,581.9625,589.59875,581.86249,0.00500247
BTC,8/13/2016,581.65,584.87375,589.08875,580.3125,-0.005511873
BTC,8/14/2016,571.9625,581.65,583.6775,563.79625,-0.016655205
BTC,8/15/2016,567.60749,571.9625,574.4025,560.2025,-0.007614153
BTC,8/16/2016,575.54125,567.60749,580.51125,565.45375,0.013977546
BTC,8/17/2016,572.37249,575.54125,578.29375,568.47875,-0.005505704
BTC,8/18/2016,573.01625,572.37249,576.16375,571.34375,0.001124722
BTC,8/19/2016,573.08,573.01625,575.89125,571.54375,0.000111253
BTC,8/20/2016,581.35375,573.08,582.855,572.73749,0.014437339
BTC,8/21/2016,579.6675,581.35375,583.9475,579.02125,-0.002900558
BTC,8/22/2016,585.5075,579.6675,586.18375,578.4525,0.010074741
BTC,8/23/2016,577.98749,585.5075,586.71875,577.52374,-0.012843576
BTC,8/24/2016,574.5825,577.98749,580.37625,573.33124,-0.005891114
BTC,8/25/2016,575.0625,574.5825,576.49625,573.095,0.000835389
BTC,8/26/2016,575.3425,575.0625,578.635,574.73875,0.000486904
BTC,8/27/2016,568.78875,575.3425,575.3425,566.45,-0.011391041
BTC,8/28/2016,574.49749,568.78875,575.36375,568.36875,0.010036661
BTC,8/29/2016,571.94125,574.49749,574.68499,571.23375,-0.004449523
BTC,8/30/2016,573.78125,571.94125,576.8825,571.36,0.003217114
BTC,8/31/2016,572.96,573.78125,573.845,570.80125,-0.001431295
BTC,9/1/2016,570.1,572.96,572.96,568.85749,-0.004991622
BTC,9/2/2016,572.52125,570.1,575.26,569.29999,0.004247062
BTC,9/3/2016,596.45375,572.52125,599.6025,572.41999,0.041801942
BTC,9/4/2016,606.0525,596.45375,612.39374,596.01125,0.016093033
BTC,9/5/2016,604.465,606.0525,607.93625,600.43875,-0.00261941
BTC,9/6/2016,609.4325,604.465,611.45,604.29499,0.008218011
BTC,9/7/2016,613.67499,609.4325,615.32375,607.25,0.006961378
BTC,9/8/2016,623.6,613.67499,628.74875,613.13375,0.016173072
BTC,9/9/2016,620.59875,623.6,624.105,617.5425,-0.004812781
BTC,9/10/2016,622.03375,620.59875,624.32,620.4025,0.002312283
BTC,9/11/2016,604.8275,622.03375,628.5025,595.42875,-0.02766128
BTC,9/12/2016,607.03625,604.8275,607.97625,603.085,0.003651868
BTC,9/13/2016,606.885,607.03625,608.9475,605.16875,-0.000249161
BTC,9/14/2016,606.8975,606.885,609.62625,606.7825,2.0597E-05
BTC,9/15/2016,605.52125,606.8975,608.47125,604.6625,-0.002267681
BTC,9/16/2016,606.04625,605.52125,608.54,604.99625,0.000867022
BTC,9/17/2016,605.08,606.04625,606.825,603.46,-0.00159435
BTC,9/18/2016,609.37249,605.08,609.58624,604.63874,0.007094087
BTC,9/19/2016,606.7175,609.37249,609.73749,606.1675,-0.004356925
BTC,9/20/2016,595.93375,606.7175,608.43625,590.86625,-0.017773923
BTC,9/21/2016,596.225,595.93375,596.92625,593.39125,0.000488729
BTC,9/22/2016,595.0175,596.225,596.54625,593.74875,-0.002025242
BTC,9/23/2016,602.4075,595.0175,602.61375,594.52625,0.012419803
BTC,9/24/2016,601.36875,602.4075,603.54499,599.63125,-0.001724331
BTC,9/25/2016,598.9075,601.36875,601.9775,597.65,-0.004092747
BTC,9/26/2016,605.0175,598.9075,607.55125,598.47875,0.010201909
BTC,9/27/2016,602.885,605.0175,607.3175,601.39374,-0.003524691
BTC,9/28/2016,603.58124,602.885,604.315,602.27374,0.001154847
BTC,9/29/2016,604.52125,603.58124,606.02374,602.48375,0.001557388
BTC,9/30/2016,610.58375,604.52125,611.39374,603.48249,0.010028597
BTC,10/1/2016,613.23749,610.58375,615.09,610.57,0.004346234
BTC,10/2/2016,611.88874,613.23749,613.38,608.275,-0.002199393
BTC,10/3/2016,609.495,611.88874,612.61375,608.6325,-0.003912051
BTC,10/4/2016,608.125,609.495,610.1575,607.68125,-0.002247762
BTC,10/5/2016,610.57,608.125,612.785,607.91125,0.004020555
BTC,10/6/2016,610.23375,610.57,611.61249,609.8025,-0.000550715
BTC,10/7/2016,617.445,610.23375,617.445,609.84124,0.011817193
BTC,10/8/2016,614.59625,617.445,618.4575,614.58375,-0.004613771
BTC,10/9/2016,615.91625,614.59625,616.06625,614.095,0.002147751
BTC,10/10/2016,618.3275,615.91625,618.35749,613.8225,0.003914899
BTC,10/11/2016,637.21624,618.3275,640.89874,618.3275,0.030548116
BTC,10/12/2016,637.73625,637.21624,638.90125,634.06625,0.000816065
BTC,10/13/2016,635.88375,637.73625,637.75375,633.81625,-0.002904806
BTC,10/14/2016,638.975,635.88375,639.65,631.96,0.004861345
BTC,10/15/2016,638.605,638.975,639.98125,636.05375,-0.000579052
BTC,10/16/2016,636.635,638.605,641.1525,636.58624,-0.003084849
BTC,10/17/2016,637.01625,636.635,638.62625,635.86249,0.000598852
BTC,10/18/2016,634.605,637.01625,637.76374,632.7675,-0.003785225
BTC,10/19/2016,626.36875,634.605,636.36249,625.27625,-0.012978546
BTC,10/20/2016,629.61249,626.36875,629.91,626.36625,0.005178643
BTC,10/21/2016,630.61875,629.61249,632.30125,628.10125,0.001598221
BTC,10/22/2016,650.895,630.61875,654.79999,630.4425,0.032152945
BTC,10/23/2016,647.69375,650.895,653.49375,645.91999,-0.004918228
BTC,10/24/2016,652.235,647.69375,652.84124,645.49375,0.007011416
BTC,10/25/2016,657.05625,652.235,658.86749,646.6925,0.007391891
BTC,10/26/2016,684.3775,657.05625,685.21375,656.39125,0.041581295
BTC,10/27/2016,684.2975,684.3775,686.73,678.02125,-0.000116895
BTC,10/28/2016,700.135,684.2975,701.0125,681.42125,0.023144173
BTC,10/29/2016,704.91,700.135,718.73375,692.21,0.006820113
BTC,10/30/2016,693.89625,704.91,709.9875,682.08375,-0.015624335
BTC,10/31/2016,708.955,693.89625,710.44125,693.4425,0.021701731
BTC,11/1/2016,725.6925,708.955,735.8275,707.8325,0.023608692
BTC,11/2/2016,741.84875,725.6925,744.01875,719.6325,0.022263218
BTC,11/3/2016,701.21875,741.84875,744.89375,673.73125,-0.054768576
BTC,11/4/2016,702.175,701.21875,706.3,687.97375,0.001363697
BTC,11/5/2016,705.47875,702.175,706.42125,696.6625,0.004705024
BTC,11/6/2016,705.47125,705.47875,714.55875,699.865,-1.06311E-05
