Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Change%
BTC,10/2/2017,4424.4725,4414.1775,4462.00625,4376.085,0.002332258
BTC,10/3/2017,4307.555,4424.4725,4426.06125,4246.29,-0.026425184
BTC,10/4/2017,4186.78374,4307.555,4345.28374,4179.41875,-0.028037079
BTC,10/5/2017,4325.23625,4186.78374,4355.89375,4150.7575,0.033068942
BTC,10/6/2017,4370.16875,4325.23625,4417.45125,4316.85999,0.01038845
BTC,10/7/2017,4446.17249,4370.16875,4461.66,4330.28374,0.017391489
BTC,10/8/2017,4624.34875,4446.17249,4625.22,4419.19375,0.040074077
BTC,10/9/2017,4789.30125,4624.34875,4870.04125,4554.0275,0.035670428
BTC,10/10/2017,4741.70875,4789.30125,4909.18124,4726.28,-0.009937253
BTC,10/11/2017,4858.60499,4741.70875,4882.695,4730.87875,0.024652767
BTC,10/12/2017,5728.5475,4858.60499,5856.09875,4843.695,0.179051911
BTC,10/13/2017,5666.97875,5728.5475,5813.26875,5432.3525,-0.010747707
BTC,10/14/2017,5779.07375,5666.97875,5844.77125,5570.04,0.019780381
BTC,10/15/2017,5607.01,5779.07375,5796.2425,5439.9825,-0.029773586
BTC,10/16/2017,5643.55375,5607.01,5789.795,5569.3075,0.006517511
BTC,10/17/2017,5495.03875,5643.55375,5685.35,5461.02625,-0.026315865
BTC,10/18/2017,5627.08625,5495.03875,5639.68625,5109.7,0.024030313
BTC,10/19/2017,5686.52625,5627.08625,5735.155,5544.70375,0.010563193
BTC,10/20/2017,6098.115,5686.52625,6112.18875,5611.1175,0.072379645
BTC,10/21/2017,5949.07875,6098.115,6183.9825,5886.65125,-0.024439724
BTC,10/22/2017,5969.795,5949.07875,6031.74625,5733.01875,0.003482262
BTC,10/23/2017,5649.005,5969.795,6050.20375,5564.77375,-0.053735514
BTC,10/24/2017,5550.85875,5649.005,5769.27,5374.5975,-0.017374077
BTC,10/25/2017,5776.87875,5550.85875,5784.57625,5430.75,0.040718024
BTC,10/26/2017,5923.70625,5776.87875,5995.92625,5695.33125,0.025416407
BTC,10/27/2017,5737.1025,5923.70625,5926.64,5691.7575,-0.031501182
BTC,10/28/2017,5741.7225,5737.1025,5806.9225,5667.34875,0.000805285
BTC,10/29/2017,6151.325,5741.7225,6306.5775,5733.85625,0.071337913
BTC,10/30/2017,6130.56375,6151.325,6218.48875,6026.68875,-0.003375086
BTC,10/31/2017,6424.515,6130.56375,6458.26625,6089.47375,0.047948486
BTC,11/1/2017,6879.365,6424.515,6922.9,6357.91,0.070799119
BTC,11/2/2017,7199.2375,6879.365,7355.35,6798.3975,0.046497387
BTC,11/3/2017,7210.46875,7199.2375,7454.03875,6994.8775,0.001560061
BTC,11/4/2017,7376.7425,7210.46875,7503.71875,7100.51125,0.023060047
BTC,11/5/2017,7231.93,7376.7425,7601.535,7202.47125,-0.019630955
BTC,11/6/2017,7123.89375,7231.93,7423.05875,6932.42875,-0.014938785
BTC,11/7/2017,7356.50625,7123.89375,7377.9625,6978.5875,0.032652438
BTC,11/8/2017,7342.82375,7356.50625,7879.06,7095.42375,-0.001859918
BTC,11/9/2017,7250.77,7342.82375,7439.385,7058.35125,-0.01253656
BTC,11/10/2017,6773.695,7250.77,7305.295,6422.975,-0.06579646
BTC,11/11/2017,6075.30125,6773.695,6806.04375,6062.08625,-0.103103808
BTC,11/12/2017,5969.13,6075.30125,6466.46,5507.29,-0.017475882
BTC,11/13/2017,6666.27125,5969.13,6770.37,5949.5025,0.116791099
BTC,11/14/2017,6867.42625,6666.27125,6910.2475,6442.4,0.03017504
BTC,11/15/2017,7259.3,6867.42625,7336.80125,6798.9325,0.057062681
BTC,11/16/2017,7924.1825,7259.3,7998.39625,7172.755,0.091590443
BTC,11/17/2017,7598.2775,7924.1825,7984.68375,7460.11125,-0.041127902
BTC,11/18/2017,7787.45625,7598.2775,7848.94125,7546.33375,0.024897584
BTC,11/19/2017,7954.7675,7787.45625,8101.91,7678.375,0.021484711
BTC,11/20/2017,7879.06,7954.7675,8286.17375,7818.5025,-0.009517249
BTC,11/21/2017,8150.6325,7879.06,8362.3025,7828.535,0.034467627
BTC,11/22/2017,8208.75375,8150.6325,8294.495,8095.08125,0.007130888
BTC,11/23/2017,8094.445,8208.75375,8264.3875,7892.68,-0.013925226
BTC,11/24/2017,8190.87125,8094.445,8333.17375,8025.19625,0.011912645
BTC,11/25/2017,8851.305,8190.87125,8909.31,8190.87125,0.080630464
BTC,11/26/2017,9573.9675,8851.305,9682.10125,8834.3875,0.081644741
BTC,11/27/2017,9713.09625,9573.9675,9743.12375,9382.13125,0.014531985
BTC,11/28/2017,10295.6225,9713.09625,10358.30625,9690.33375,0.059973281
BTC,11/29/2017,10542.6625,10295.6225,11377.33375,9290.29625,0.023994664
BTC,11/30/2017,9706.10375,10542.6625,10681.85125,9021.84874,-0.079349856
BTC,12/1/2017,10923.20125,9706.10375,11082.27,9421.45624,0.125395064
BTC,12/2/2017,10973.54375,10923.20125,11156.145,10705.12999,0.004608768
BTC,12/3/2017,11382.20875,10973.54375,11831.5125,10495.5625,0.037240932
BTC,12/4/2017,11597.23125,11382.20875,11662.84375,10875.71375,0.018891105
BTC,12/5/2017,12230.365,11597.23125,12273.54,11473.50875,0.054593526
BTC,12/6/2017,13734.52,12230.365,14097.04,12152.1075,0.122985291
BTC,12/7/2017,16403.42125,13734.52,17153.94125,13731.82,0.194320679
BTC,12/8/2017,15732.1,16403.42125,16590.21375,13963.52875,-0.040925685
BTC,12/9/2017,13152.52875,15732.1,15859.42375,13152.52875,-0.163968653
BTC,12/10/2017,16299.2975,13152.52875,16587.8425,13152.52875,0.239251996
BTC,12/11/2017,16374.8975,16299.2975,17382.63874,16031.4475,0.004638237
BTC,12/12/2017,16678.28749,16374.8975,17615.4725,16259.2775,0.018527749
BTC,12/13/2017,16246.13875,16678.28749,17335.73125,15799.8675,-0.025910858
BTC,12/14/2017,17221.65125,16246.13875,17583.2,16152.01375,0.060045806
BTC,12/15/2017,17436.5975,17221.65125,17872.555,16999.70375,0.012481164
BTC,12/16/2017,19166.97874,17436.5975,19521.7825,17436.5975,0.099238469
BTC,12/17/2017,18640.2625,19166.97874,19783.20625,18094.19374,-0.0274804
BTC,12/18/2017,18984.7675,18640.2625,19227.0825,18329.145,0.018481768
BTC,12/19/2017,16862.57125,18984.7675,18984.7675,15577.7425,-0.111784158
BTC,12/20/2017,16925.0175,16862.57125,17822.56625,15683.86125,0.003703246
BTC,12/21/2017,14182.46499,16925.0175,17301.21125,13077.93666,-0.16204134
BTC,12/22/2017,14694.5825,14182.46499,14976.25625,10834.94375,0.036109203
BTC,12/23/2017,14103.21875,14694.5825,15704.34625,13483.4575,-0.040243658
BTC,12/24/2017,13387.34875,14103.21875,14489.48375,12508.425,-0.050759335
BTC,12/25/2017,14652.3675,13387.34875,14670.675,13196.82625,0.094493598
BTC,12/26/2017,15846.07375,14652.3675,16079.32375,14553.87375,0.08146849
BTC,12/27/2017,14362.40375,15846.07375,16476.18,13935.615,-0.093630133
BTC,12/28/2017,14867.5725,14362.40375,14997.83375,13498.77875,0.035172995
BTC,12/29/2017,13643.695,14867.5725,15076.0625,13406.67125,-0.082318583
BTC,12/30/2017,13062.145,13643.695,13826.04125,12182.52375,-0.042624084
BTC,12/31/2017,13439.4175,13062.145,14213.44125,12587.60375,0.02888289
BTC,1/1/2018,13337.62125,13439.4175,13892.2425,12859.8025,-0.007574454
BTC,1/2/2018,14881.545,13337.62125,15216.75625,12955.965,0.115757055
BTC,1/3/2018,15104.45,14881.545,15394.98625,14588.595,0.014978619
BTC,1/4/2018,14953.8525,15104.45,15194.40625,14225.16625,-0.009970406
BTC,1/5/2018,16576.69625,14953.8525,17118.35625,14816.50875,0.108523456
BTC,1/6/2018,16735.10625,16576.69625,17211.92375,16254.94875,0.009556186
BTC,1/7/2018,15632.41125,16735.10625,16861.20875,15546.415,-0.065891126
BTC,1/8/2018,15242.93625,15632.41125,15944.5225,13957.9125,-0.024914583
BTC,1/9/2018,14122.825,15242.93625,15360.1325,13968.24375,-0.073483956
BTC,1/10/2018,13269.5975,14122.825,14942.61125,13161.5775,-0.06041479
BTC,1/11/2018,13633.36375,13269.5975,14198.5325,12845.7125,0.02741351
BTC,1/12/2018,14165.90625,13633.36375,14262.0075,13363.81,0.03906171
BTC,1/13/2018,14217.3625,14165.90625,14536.54,14013.9475,0.003632401
BTC,1/14/2018,13519.92625,14217.3625,14245.52,13051.59375,-0.049055248
BTC,1/15/2018,12915.11625,13519.92625,14307.53375,12762.9975,-0.044734711
BTC,1/16/2018,10870.16875,12915.11625,13211.24625,10063.1175,-0.158337522
BTC,1/17/2018,11340.65,10870.16875,11764.13625,9199.5925,0.043281872
BTC,1/18/2018,11137.36875,11340.65,12045.095,10663.945,-0.017925009
BTC,1/19/2018,11742.94125,11137.36875,11955.4425,11022.02875,0.054373031
BTC,1/20/2018,12486.06625,11742.94125,13007.25125,11596.715,0.063282698
BTC,1/21/2018,11508.62,12486.06625,12486.06625,11096.0525,-0.078282962
BTC,1/22/2018,10872.9025,11508.62,11868.715,10050.7925,-0.055238378
BTC,1/23/2018,10830.9275,10872.9025,11358.33625,9972.2875,-0.003860515
BTC,1/24/2018,11629.375,10830.9275,11710.9975,10497.15375,0.073719217
BTC,1/25/2018,11524.345,11629.375,11629.375,10889.045,-0.00903144
BTC,1/26/2018,11005.615,11524.345,11540.4075,10321.04125,-0.045011669
BTC,1/27/2018,11452.23,11005.615,11574.36125,10855.46,0.040580649
BTC,1/28/2018,11412.79375,11452.23,11942.255,11303.365,-0.003443543
BTC,1/29/2018,10917.15125,11412.79375,11480.56375,10805.81625,-0.043428674
BTC,1/30/2018,9914.4725,10917.15125,11063.8,9627.88875,-0.091844358
BTC,1/31/2018,9970.30875,9914.4725,10334.41875,9688.28,0.005631792
BTC,2/1/2018,8715.59499,9970.30875,10169.8225,8563.9275,-0.125845026
BTC,2/2/2018,8285.50124,8715.59499,9095.79999,7695.10375,-0.049347606
BTC,2/3/2018,9192.045,8285.50124,9471.45624,8192.62999,0.109413267
BTC,2/4/2018,8136.39,9192.045,9363.41124,7859.5125,-0.114844412
BTC,2/5/2018,6332.37,8136.39,8346.90625,6197.98,-0.22172241
BTC,2/6/2018,7270.5075,6332.37,7957.3425,5947.39625,0.148149508
BTC,2/7/2018,7987.28125,7270.5075,8582.92625,7207.97125,0.098586481
BTC,2/8/2018,8086.7725,7987.28125,8621.275,7808.22,0.01245621
BTC,2/9/2018,8930.13875,8086.7725,9005.03375,7754.67,0.104289598
BTC,2/10/2018,8045.44,8930.13875,9070.63875,8030.6725,-0.099068869
BTC,2/11/2018,8478.92499,8045.44,8566.15875,7845.12625,0.053879588
BTC,2/12/2018,8766.8525,8478.92499,8977.0775,8362.84125,0.033958021
BTC,2/13/2018,8693.2525,8766.8525,8772.87999,8370.48375,-0.008395259
BTC,2/14/2018,9659.2875,8693.2525,9722.5475,8693.2525,0.111124691
BTC,2/15/2018,10110.83875,9659.2875,10293.44,9496.01874,0.046747884
BTC,2/16/2018,10474.77125,10110.83875,10496.205,9718.59375,0.035994294
BTC,2/17/2018,10855.9375,10474.77125,11279.17875,10472.71625,0.036388981
BTC,2/18/2018,10537.00625,10855.9375,10963.68625,10156.38125,-0.029378508
BTC,2/19/2018,11416.03875,10537.00625,11497.405,10405.97625,0.083423363
BTC,2/20/2018,10928.02,11416.03875,11767.5775,10871.53125,-0.042748519
BTC,2/21/2018,10727.9525,10928.02,11180.56125,10244.32125,-0.018307754
BTC,2/22/2018,9809.72125,10727.9525,10913.64875,9592.95999,-0.085592405
BTC,2/23/2018,10412.36875,9809.72125,10454.48,9705.1625,0.061433703
BTC,2/24/2018,9585.285,10412.36875,10509.625,9381.17125,-0.079432814
BTC,2/25/2018,9627.71625,9585.285,9858.15749,9304.6825,0.004426707
BTC,2/26/2018,10272.9025,9627.71625,10443.27625,9386.48625,0.067013426
BTC,2/27/2018,10903.01875,10272.9025,10953.17375,10226.84874,0.061337704
BTC,2/28/2018,10352.04625,10903.01875,11044.16125,10222.435,-0.05053394
BTC,3/1/2018,11100.2925,10352.04625,11165.6575,10329.06,0.072280034
BTC,3/2/2018,11305.1225,11100.2925,11351.24,10784.22125,0.018452667
BTC,3/3/2018,11171.8175,11305.1225,11498.415,11127.895,-0.011791557
BTC,3/4/2018,11558.475,11171.8175,11574.94125,11067.785,0.03461008
BTC,3/5/2018,11246.7475,11558.475,11660.2425,11182.55125,-0.026969605
BTC,3/6/2018,10735.88625,11246.7475,11323.345,10584.95875,-0.045423021
BTC,3/7/2018,9552.75875,10735.88625,10810.4775,9468.44625,-0.110203058
BTC,3/8/2018,8980.19249,9552.75875,10101.28125,8897.02249,-0.059937268
BTC,3/9/2018,9251.2925,8980.19249,9413.14625,8370.79625,0.030188664
BTC,3/10/2018,8680.6075,9251.2925,9505.25625,8474.54,-0.061687056
BTC,3/11/2018,9433.47374,8680.6075,9730.08124,8588.22875,0.086729672
BTC,3/12/2018,9047.5125,9433.47374,9885.2225,8778.20624,-0.04091401
BTC,3/13/2018,9260.70875,9047.5125,9474.6775,8860.875,0.023564074
BTC,3/14/2018,7895.98875,9260.70875,9260.70875,7760.53125,-0.14736669
BTC,3/15/2018,8039.6025,7895.98875,8413.11125,7676.51875,0.018188191
BTC,3/16/2018,8206.555,8039.6025,8599.54,8035.64,0.020766263
BTC,3/17/2018,7667.99,8206.555,8342.135,7559.26375,-0.065626198
BTC,3/18/2018,8189.49125,7667.99,8434.9275,7335.5725,0.068010163
BTC,3/19/2018,8597.3375,8189.49125,8702.465,8130.24,0.04980117
BTC,3/20/2018,9028.2975,8597.3375,9050.51625,8324.26125,0.050127147
BTC,3/21/2018,9023.7175,9028.2975,9159.90125,8765.57,-0.000507294
BTC,3/22/2018,8411.6525,9023.7175,9045.44249,8347.285,-0.067828475
BTC,3/23/2018,8881.98625,8411.6525,8970.66124,8296.32625,0.055914548
BTC,3/24/2018,8548.8125,8881.98625,9000.44375,8462.90375,-0.037511176
BTC,3/25/2018,8429.33124,8548.8125,8660.48749,8370.48875,-0.013976358
BTC,3/26/2018,7854.6375,8429.33124,8476.96875,7826.01375,-0.068177857
BTC,3/27/2018,7863.255,7854.6375,8130.44875,7744.82125,0.001097123
BTC,3/28/2018,7866.36,7863.255,8096.01625,7814.895,0.000394875
BTC,3/29/2018,6861.325,7866.36,7868.8325,6686.85,-0.127763667
BTC,3/30/2018,6970.36375,6861.325,7266.065,6593.73625,0.015891792
BTC,3/31/2018,6926.875,6970.36375,7213.50375,6796.82125,-0.006239093
BTC,4/1/2018,6986.835,6926.875,7023.0875,6443.20125,0.00865614
BTC,4/2/2018,7182.12,6986.835,7194.8425,6854.62375,0.027950424
BTC,4/3/2018,7295.89,7182.12,7506.6775,7182.12,0.015840727
BTC,4/4/2018,6769.48375,7295.89,7385.70875,6583.85375,-0.072151067
BTC,4/5/2018,6766.5925,6769.48375,6918.6975,6630.9025,-0.000427101
BTC,4/6/2018,6854.92125,6766.5925,6892.49375,6513.1025,0.013053653
BTC,4/7/2018,6964.4325,6854.92125,7050.49625,6783.28625,0.015975566
BTC,4/8/2018,7125.53875,6964.4325,7159.98,6897.75,0.023132718
BTC,4/9/2018,6789.2675,7125.53875,7170.76,6616.57125,-0.047192397
BTC,4/10/2018,6824.49375,6789.2675,6878.08375,6659.51,0.00518852
BTC,4/11/2018,6941.63875,6824.49375,6964.0825,6807.4375,0.017165376
BTC,4/12/2018,7823.55875,6941.63875,8055.20125,6766.37,0.12704781
BTC,4/13/2018,8040.88125,7823.55875,8218.70375,7767.79875,0.02777796
BTC,4/14/2018,8083.57375,8040.88125,8174.69875,7882.1425,0.00530943
BTC,4/15/2018,8160.4125,8083.57375,8407.7175,8060.46875,0.009505542
BTC,4/16/2018,8030.57,8160.4125,8162.8075,7909.14125,-0.015911267
BTC,4/17/2018,7937.61,8030.57,8151.0975,7834.4,-0.011575766
BTC,4/18/2018,8188.71875,7937.61,8253.88625,7886.1775,0.03163531
BTC,4/19/2018,8333.81374,8188.71875,8380.25124,8104.87875,0.017718888
BTC,4/20/2018,8866.67,8333.81374,8930.43,8221.25375,0.063939065
BTC,4/21/2018,8830.05875,8866.67,9021.07,8615.67625,-0.004129087
BTC,4/22/2018,8868.16124,8830.05875,9009.82,8761.88375,0.004315089
BTC,4/23/2018,9191.82,8868.16124,9220.9675,8818.75875,0.036496716
BTC,4/24/2018,9373.3025,9191.82,9746.81749,9191.82,0.019743914
BTC,4/25/2018,8807.515,9373.3025,9514.41375,8662.285,-0.060361596
BTC,4/26/2018,9153.64125,8807.515,9303.01874,8660.8675,0.039298968
BTC,4/27/2018,9144.38375,9153.64125,9372.38375,8873.65166,-0.001011346
BTC,4/28/2018,9444.1425,9144.38375,9536.64,9085.22374,0.03278064
BTC,4/29/2018,9268.7175,9444.1425,9472.4975,9182.6775,-0.018575006
BTC,4/30/2018,8949.87624,9268.7175,9344.89125,8883.5875,-0.034399717
BTC,5/1/2018,9029.47875,8949.87624,9134.9525,8842.03249,0.008894258
